"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2012년 08월 14일","1,345,000","1,326,000","1,350,000","1,326,000","283.45K","1.51%"
"2012년 08월 13일","1,325,000","1,342,000","1,347,000","1,323,000","197.82K","-1.71%"
"2012년 08월 10일","1,348,000","1,335,000","1,348,000","1,330,000","294.45K","0.60%"
"2012년 08월 09일","1,340,000","1,321,000","1,348,000","1,318,000","612.25K","1.52%"
"2012년 08월 08일","1,320,000","1,306,000","1,328,000","1,301,000","346.45K","2.01%"
"2012년 08월 07일","1,294,000","1,303,000","1,304,000","1,284,000","204.64K","-0.31%"
"2012년 08월 06일","1,298,000","1,285,000","1,305,000","1,282,000","239.78K","4.42%"
"2012년 08월 03일","1,243,000","1,240,000","1,267,000","1,238,000","306.58K","-1.58%"
"2012년 08월 02일","1,263,000","1,300,000","1,304,000","1,261,000","318.50K","-2.85%"
"2012년 08월 01일","1,300,000","1,292,000","1,315,000","1,283,000","378.41K","-0.69%"
"2012년 07월 31일","1,309,000","1,280,000","1,334,000","1,275,000","669.45K","2.67%"
"2012년 07월 30일","1,275,000","1,260,000","1,278,000","1,251,000","381.48K","3.41%"
"2012년 07월 27일","1,233,000","1,195,000","1,233,000","1,191,000","533.72K","5.20%"
"2012년 07월 26일","1,172,000","1,169,000","1,174,000","1,160,000","250.92K","1.21%"
"2012년 07월 25일","1,158,000","1,153,000","1,172,000","1,139,000","271.14K","-1.03%"
"2012년 07월 24일","1,170,000","1,165,000","1,175,000","1,159,000","290.16K","0.69%"
"2012년 07월 23일","1,162,000","1,165,000","1,170,000","1,155,000","253.47K","-2.43%"
"2012년 07월 20일","1,191,000","1,202,000","1,203,000","1,191,000","235.14K","-0.33%"
"2012년 07월 19일","1,195,000","1,180,000","1,202,000","1,172,000","494.83K","3.55%"
"2012년 07월 18일","1,154,000","1,179,000","1,185,000","1,138,000","290.78K","-1.20%"
"2012년 07월 17일","1,168,000","1,148,000","1,178,000","1,136,000","317.71K","1.39%"
"2012년 07월 16일","1,152,000","1,145,000","1,155,000","1,133,000","305.24K","1.14%"
"2012년 07월 13일","1,139,000","1,096,000","1,144,000","1,091,000","541.42K","4.40%"
"2012년 07월 12일","1,091,000","1,121,000","1,126,000","1,091,000","494.04K","-2.42%"
"2012년 07월 11일","1,118,000","1,129,000","1,133,000","1,108,000","359.13K","-0.80%"
"2012년 07월 10일","1,127,000","1,135,000","1,142,000","1,121,000","353.12K","0.09%"
"2012년 07월 09일","1,126,000","1,135,000","1,138,000","1,126,000","425.65K","-3.01%"
"2012년 07월 06일","1,161,000","1,194,000","1,194,000","1,153,000","423.18K","-2.03%"
"2012년 07월 05일","1,185,000","1,187,000","1,194,000","1,177,000","178.61K","-0.50%"
"2012년 07월 04일","1,191,000","1,182,000","1,197,000","1,178,000","373.00K","1.36%"
"2012년 07월 03일","1,175,000","1,182,000","1,193,000","1,170,000","316.03K","0.09%"
"2012년 07월 02일","1,174,000","1,208,000","1,209,000","1,171,000","374.91K","-2.25%"
"2012년 06월 29일","1,201,000","1,167,000","1,201,000","1,153,000","366.74K","2.83%"
"2012년 06월 28일","1,168,000","1,167,000","1,180,000","1,153,000","207.08K","0.09%"
"2012년 06월 27일","1,167,000","1,140,000","1,177,000","1,130,000","470.84K","2.46%"
"2012년 06월 26일","1,139,000","1,133,000","1,149,000","1,129,000","501.88K","0.62%"
"2012년 06월 25일","1,132,000","1,171,000","1,178,000","1,128,000","817.16K","-4.23%"
"2012년 06월 22일","1,182,000","1,189,000","1,202,000","1,180,000","625.89K","-3.67%"
"2012년 06월 21일","1,227,000","1,234,000","1,242,000","1,226,000","255.08K","-2.00%"
"2012년 06월 20일","1,252,000","1,249,000","1,265,000","1,245,000","262.84K","0.64%"
"2012년 06월 19일","1,244,000","1,245,000","1,247,000","1,222,000","280.18K","0.08%"
"2012년 06월 18일","1,243,000","1,240,000","1,257,000","1,234,000","348.16K","2.14%"
"2012년 06월 15일","1,217,000","1,250,000","1,260,000","1,214,000","585.30K","-3.49%"
"2012년 06월 14일","1,261,000","1,269,000","1,271,000","1,256,000","435.53K","-0.79%"
"2012년 06월 13일","1,271,000","1,266,000","1,274,000","1,256,000","191.45K","1.27%"
"2012년 06월 12일","1,255,000","1,246,000","1,260,000","1,245,000","176.10K","-1.03%"
"2012년 06월 11일","1,268,000","1,272,000","1,275,000","1,266,000","197.53K","1.68%"
"2012년 06월 08일","1,247,000","1,275,000","1,275,000","1,245,000","199.13K","-1.42%"
"2012년 06월 07일","1,265,000","1,239,000","1,265,000","1,233,000","414.56K","5.15%"
"2012년 06월 05일","1,203,000","1,201,000","1,209,000","1,193,000","256.98K","0.59%"
"2012년 06월 04일","1,196,000","1,198,000","1,205,000","1,192,000","356.33K","-3.00%"
"2012년 06월 01일","1,233,000","1,213,000","1,237,000","1,199,000","270.72K","1.82%"
"2012년 05월 31일","1,211,000","1,213,000","1,213,000","1,192,000","424.75K","-1.22%"
"2012년 05월 30일","1,226,000","1,238,000","1,240,000","1,215,000","253.07K","-0.97%"
"2012년 05월 29일","1,238,000","1,212,000","1,238,000","1,206,000","213.52K","1.06%"
"2012년 05월 25일","1,225,000","1,233,000","1,246,000","1,223,000","189.10K","0.00%"
"2012년 05월 24일","1,225,000","1,213,000","1,225,000","1,198,000","282.18K","0.33%"
"2012년 05월 23일","1,221,000","1,240,000","1,240,000","1,195,000","321.05K","-1.53%"
"2012년 05월 22일","1,240,000","1,255,000","1,255,000","1,227,000","471.68K","2.56%"
"2012년 05월 21일","1,209,000","1,194,000","1,216,000","1,190,000","464.32K","3.69%"
"2012년 05월 18일","1,166,000","1,204,000","1,205,000","1,165,000","596.35K","-4.66%"
"2012년 05월 17일","1,223,000","1,230,000","1,243,000","1,201,000","657.78K","-0.57%"
"2012년 05월 16일","1,230,000","1,298,000","1,300,000","1,228,000","768.86K","-6.18%"
"2012년 05월 15일","1,311,000","1,304,000","1,320,000","1,300,000","309.56K","-0.23%"
"2012년 05월 14일","1,314,000","1,305,000","1,327,000","1,304,000","300.75K","0.84%"
"2012년 05월 11일","1,303,000","1,315,000","1,323,000","1,303,000","268.08K","-1.81%"
"2012년 05월 10일","1,327,000","1,329,000","1,336,000","1,322,000","262.90K","-0.30%"
"2012년 05월 09일","1,331,000","1,335,000","1,348,000","1,324,000","253.15K","-0.75%"
"2012년 05월 08일","1,341,000","1,348,000","1,352,000","1,339,000","240.97K","-0.07%"
"2012년 05월 07일","1,342,000","1,342,000","1,353,000","1,325,000","376.65K","-1.32%"
"2012년 05월 04일","1,360,000","1,375,000","1,398,000","1,349,000","404.14K","-2.93%"
"2012년 05월 03일","1,401,000","1,402,000","1,410,000","1,398,000","193.27K","-0.64%"
"2012년 05월 02일","1,410,000","1,410,000","1,418,000","1,399,000","363.57K","1.44%"
"2012년 04월 30일","1,390,000","1,395,000","1,409,000","1,377,000","307.83K","1.16%"
"2012년 04월 27일","1,374,000","1,355,000","1,383,000","1,351,000","317.23K","2.54%"
"2012년 04월 26일","1,340,000","1,320,000","1,340,000","1,317,000","329.49K","2.68%"
"2012년 04월 25일","1,305,000","1,304,000","1,315,000","1,293,000","276.28K","1.71%"
"2012년 04월 24일","1,283,000","1,265,000","1,286,000","1,262,000","264.03K","0.31%"
"2012년 04월 23일","1,279,000","1,269,000","1,280,000","1,262,000","167.27K","-0.23%"
"2012년 04월 20일","1,282,000","1,294,000","1,297,000","1,278,000","189.49K","-1.91%"
"2012년 04월 19일","1,307,000","1,292,000","1,307,000","1,289,000","258.63K","1.08%"
"2012년 04월 18일","1,293,000","1,277,000","1,302,000","1,269,000","339.97K","3.52%"
"2012년 04월 17일","1,249,000","1,251,000","1,264,000","1,241,000","290.55K","-0.79%"
"2012년 04월 16일","1,259,000","1,273,000","1,276,000","1,250,000","300.45K","-0.71%"
"2012년 04월 13일","1,268,000","1,265,000","1,277,000","1,260,000","438.12K","-0.39%"
"2012년 04월 12일","1,273,000","1,283,000","1,299,000","1,268,000","504.81K","-2.90%"
"2012년 04월 10일","1,311,000","1,314,000","1,320,000","1,307,000","222.07K","-0.46%"
"2012년 04월 09일","1,317,000","1,320,000","1,330,000","1,306,000","171.45K","-1.13%"
"2012년 04월 06일","1,332,000","1,327,000","1,334,000","1,313,000","205.48K","0.15%"
"2012년 04월 05일","1,330,000","1,302,000","1,335,000","1,297,000","258.43K","0.76%"
"2012년 04월 04일","1,320,000","1,331,000","1,351,000","1,315,000","291.99K","-1.12%"
"2012년 04월 03일","1,335,000","1,320,000","1,339,000","1,302,000","330.16K","2.77%"
"2012년 04월 02일","1,299,000","1,275,000","1,299,000","1,261,000","248.51K","1.88%"
"2012년 03월 30일","1,275,000","1,270,000","1,280,000","1,257,000","302.27K","-0.39%"
"2012년 03월 29일","1,280,000","1,299,000","1,299,000","1,280,000","232.75K","-1.69%"
"2012년 03월 28일","1,302,000","1,300,000","1,308,000","1,295,000","191.08K","-0.69%"
"2012년 03월 27일","1,311,000","1,285,000","1,311,000","1,276,000","283.02K","2.82%"
"2012년 03월 26일","1,275,000","1,268,000","1,275,000","1,261,000","184.76K","1.11%"
"2012년 03월 23일","1,261,000","1,243,000","1,274,000","1,243,000","216.37K","0.24%"
"2012년 03월 22일","1,258,000","1,235,000","1,263,000","1,235,000","237.45K","1.29%"
"2012년 03월 21일","1,242,000","1,260,000","1,260,000","1,242,000","258.27K","-1.97%"
"2012년 03월 20일","1,267,000","1,267,000","1,277,000","1,260,000","235.49K","0.56%"
"2012년 03월 19일","1,260,000","1,235,000","1,268,000","1,234,000","237.44K","1.78%"
"2012년 03월 16일","1,238,000","1,260,000","1,267,000","1,238,000","311.40K","-0.96%"
"2012년 03월 15일","1,250,000","1,251,000","1,260,000","1,242,000","276.49K","0.00%"
"2012년 03월 14일","1,250,000","1,230,000","1,255,000","1,230,000","364.01K","2.38%"
"2012년 03월 13일","1,221,000","1,200,000","1,229,000","1,200,000","239.71K","0.91%"
"2012년 03월 12일","1,210,000","1,224,000","1,226,000","1,210,000","234.52K","-1.63%"
"2012년 03월 09일","1,230,000","1,191,000","1,231,000","1,188,000","364.58K","4.24%"
"2012년 03월 08일","1,180,000","1,180,000","1,186,000","1,165,000","406.21K","0.68%"
"2012년 03월 07일","1,172,000","1,175,000","1,183,000","1,165,000","230.43K","-0.68%"
"2012년 03월 06일","1,180,000","1,179,000","1,193,000","1,167,000","211.16K","0.51%"
"2012년 03월 05일","1,174,000","1,190,000","1,191,000","1,166,000","223.51K","-0.68%"
"2012년 03월 02일","1,182,000","1,215,000","1,217,000","1,179,000","349.53K","-1.99%"
"2012년 02월 29일","1,206,000","1,191,000","1,209,000","1,191,000","345.57K","1.77%"
"2012년 02월 28일","1,185,000","1,196,000","1,200,000","1,181,000","332.96K","1.20%"
"2012년 02월 27일","1,171,000","1,174,000","1,180,000","1,159,000","159.66K","-0.76%"
"2012년 02월 24일","1,180,000","1,153,000","1,186,000","1,153,000","284.42K","1.72%"
"2012년 02월 23일","1,160,000","1,173,000","1,179,000","1,151,000","458.67K","-3.09%"
"2012년 02월 22일","1,197,000","1,182,000","1,200,000","1,172,000","235.09K","1.44%"
"2012년 02월 21일","1,180,000","1,175,000","1,198,000","1,165,000","208.38K","0.43%"
"2012년 02월 20일","1,175,000","1,178,000","1,194,000","1,166,000","224.96K","-0.09%"
"2012년 02월 17일","1,176,000","1,159,000","1,180,000","1,156,000","346.17K","3.61%"
"2012년 02월 16일","1,135,000","1,130,000","1,140,000","1,121,000","308.24K","0.00%"
"2012년 02월 15일","1,135,000","1,098,000","1,138,000","1,092,000","568.00K","5.09%"
"2012년 02월 14일","1,080,000","1,084,000","1,089,000","1,074,000","246.35K","-0.28%"
"2012년 02월 13일","1,083,000","1,069,000","1,089,000","1,067,000","311.59K","1.98%"
"2012년 02월 10일","1,062,000","1,084,000","1,084,000","1,061,000","370.41K","-2.03%"
"2012년 02월 09일","1,084,000","1,087,000","1,090,000","1,060,000","469.16K","-0.73%"
"2012년 02월 08일","1,092,000","1,099,000","1,100,000","1,084,000","235.49K","-0.09%"
"2012년 02월 07일","1,093,000","1,077,000","1,096,000","1,073,000","233.22K","1.77%"
"2012년 02월 06일","1,074,000","1,084,000","1,091,000","1,066,000","311.10K","0.75%"
"2012년 02월 03일","1,066,000","1,071,000","1,084,000","1,056,000","355.53K","-1.30%"
"2012년 02월 02일","1,080,000","1,086,000","1,104,000","1,068,000","447.14K","0.09%"
"2012년 02월 01일","1,079,000","1,107,000","1,107,000","1,078,000","450.66K","-2.53%"
"2012년 01월 31일","1,107,000","1,105,000","1,120,000","1,089,000","434.37K","-0.72%"
"2012년 01월 30일","1,115,000","1,129,000","1,130,000","1,109,000","324.09K","-0.89%"
"2012년 01월 27일","1,125,000","1,120,000","1,125,000","1,111,000","254.82K","1.08%"
"2012년 01월 26일","1,113,000","1,116,000","1,121,000","1,094,000","353.10K","-0.09%"
"2012년 01월 25일","1,114,000","1,092,000","1,125,000","1,092,000","425.83K","0.81%"
"2012년 01월 20일","1,105,000","1,090,000","1,105,000","1,076,000","511.02K","3.08%"
"2012년 01월 19일","1,072,000","1,038,000","1,072,000","1,037,000","443.34K","4.08%"
"2012년 01월 18일","1,030,000","1,051,000","1,052,000","1,022,000","307.19K","-0.58%"
"2012년 01월 17일","1,036,000","1,041,000","1,048,000","1,024,000","341.69K","0.58%"
"2012년 01월 16일","1,030,000","1,040,000","1,040,000","1,020,000","232.30K","-1.53%"
"2012년 01월 13일","1,046,000","1,028,000","1,050,000","1,026,000","292.42K","1.75%"
"2012년 01월 12일","1,028,000","1,016,000","1,029,000","1,011,000","363.07K","0.69%"
"2012년 01월 11일","1,021,000","1,017,000","1,024,000","1,014,000","372.02K","-0.49%"
"2012년 01월 10일","1,026,000","1,021,000","1,036,000","1,021,000","408.05K","0.98%"
"2012년 01월 09일","1,016,000","1,040,000","1,041,000","1,015,000","364.89K","-2.31%"
"2012년 01월 06일","1,040,000","1,056,000","1,066,000","1,030,000","372.65K","-1.42%"
"2012년 01월 05일","1,055,000","1,073,000","1,079,000","1,055,000","340.95K","-2.31%"
"2012년 01월 04일","1,080,000","1,105,000","1,110,000","1,075,000","342.07K","-2.26%"
"2012년 01월 03일","1,105,000","1,093,000","1,105,000","1,092,000","338.56K","2.31%"
"2012년 01월 02일","1,080,000","1,070,000","1,080,000","1,065,000","263.03K","2.08%"
"2011년 12월 29일","1,058,000","1,062,000","1,077,000","1,057,000","218.48K","-0.28%"
"2011년 12월 28일","1,061,000","1,073,000","1,073,000","1,060,000","220.48K","-1.12%"
"2011년 12월 27일","1,073,000","1,068,000","1,080,000","1,053,000","216.82K","0.66%"
"2011년 12월 26일","1,066,000","1,067,000","1,075,000","1,066,000","124.33K","-0.19%"
"2011년 12월 23일","1,068,000","1,056,000","1,074,000","1,056,000","245.98K","1.52%"
"2011년 12월 22일","1,052,000","1,045,000","1,053,000","1,041,000","212.69K","-0.47%"
"2011년 12월 21일","1,057,000","1,035,000","1,057,000","1,031,000","340.07K","4.45%"
"2011년 12월 20일","1,012,000","1,008,000","1,029,000","1,007,000","275.01K","0.50%"
"2011년 12월 19일","1,007,000","1,045,000","1,045,000","984,000","409.07K","-3.64%"
"2011년 12월 16일","1,045,000","1,021,000","1,045,000","1,020,000","233.86K","2.96%"
"2011년 12월 15일","1,015,000","1,029,000","1,036,000","1,015,000","339.07K","-2.40%"
"2011년 12월 14일","1,040,000","1,034,000","1,045,000","1,025,000","418.30K","-0.95%"
"2011년 12월 13일","1,050,000","1,074,000","1,075,000","1,050,000","263.99K","-3.14%"
"2011년 12월 12일","1,084,000","1,063,000","1,084,000","1,060,000","240.61K","2.94%"
"2011년 12월 09일","1,053,000","1,049,000","1,074,000","1,037,000","276.08K","-1.03%"
"2011년 12월 08일","1,064,000","1,057,000","1,083,000","1,046,000","510.46K","0.76%"
"2011년 12월 07일","1,056,000","1,050,000","1,068,000","1,041,000","393.62K","1.15%"
"2011년 12월 06일","1,044,000","1,057,000","1,070,000","1,041,000","289.82K","-2.06%"
"2011년 12월 05일","1,066,000","1,069,000","1,073,000","1,058,000","284.59K","1.52%"
"2011년 12월 02일","1,050,000","1,061,000","1,071,000","1,040,000","419.14K","-2.23%"
"2011년 12월 01일","1,074,000","1,035,000","1,080,000","1,029,000","692.72K","6.97%"
"2011년 11월 30일","1,004,000","1,000,000","1,010,000","996,000","391.31K","-0.10%"
"2011년 11월 29일","1,005,000","990,000","1,005,000","986,000","551.77K","2.76%"
"2011년 11월 28일","978,000","959,000","982,000","958,000","308.97K","3.27%"
"2011년 11월 25일","947,000","929,000","953,000","929,000","231.99K","0.42%"
"2011년 11월 24일","943,000","922,000","953,000","921,000","273.62K","0.86%"
"2011년 11월 23일","935,000","948,000","960,000","935,000","306.51K","-2.91%"
"2011년 11월 22일","963,000","950,000","971,000","943,000","237.37K","1.37%"
"2011년 11월 21일","950,000","951,000","960,000","942,000","246.76K","-1.35%"
"2011년 11월 18일","963,000","971,000","977,000","962,000","326.21K","-1.73%"
"2011년 11월 17일","980,000","982,000","992,000","961,000","249.44K","0.51%"
"2011년 11월 16일","975,000","995,000","1,003,000","973,000","334.95K","-2.11%"
"2011년 11월 15일","996,000","986,000","1,000,000","980,000","234.46K","0.00%"
"2011년 11월 14일","996,000","988,000","1,002,000","987,000","281.07K","1.32%"
"2011년 11월 11일","983,000","945,000","984,000","930,000","482.63K","5.13%"
"2011년 11월 10일","935,000","967,000","973,000","935,000","616.27K","-5.08%"
"2011년 11월 09일","985,000","970,000","988,000","966,000","362.09K","1.55%"
"2011년 11월 08일","970,000","986,000","990,000","965,000","340.94K","-2.32%"
"2011년 11월 07일","993,000","996,000","1,000,000","986,000","280.36K","-1.19%"
"2011년 11월 04일","1,005,000","983,000","1,005,000","982,000","531.83K","3.93%"
"2011년 11월 03일","967,000","962,000","971,000","958,000","326.72K","-0.41%"
"2011년 11월 02일","971,000","970,000","978,000","966,000","565.79K","-1.92%"
"2011년 11월 01일","990,000","968,000","999,000","962,000","609.61K","2.27%"
"2011년 10월 31일","968,000","941,000","970,000","933,000","465.49K","2.43%"
"2011년 10월 28일","945,000","928,000","946,000","927,000","537.19K","2.27%"
"2011년 10월 27일","924,000","929,000","939,000","919,000","321.56K","-1.07%"
"2011년 10월 26일","934,000","933,000","946,000","927,000","237.89K","-1.16%"
"2011년 10월 25일","945,000","936,000","951,000","935,000","343.41K","0.43%"
"2011년 10월 24일","941,000","913,000","943,000","911,000","375.39K","2.62%"
"2011년 10월 21일","917,000","920,000","925,000","907,000","443.38K","1.10%"
"2011년 10월 20일","907,000","886,000","920,000","883,000","568.73K","2.37%"
